airline,country,status
Ted,USA,Inactive
Tempelhof Airways USA,USA,Inactive
Ten Airways,Romania,Active
Tend Air,Romania,Inactive
Tesis Aviation Enterprise,Russia,Inactive
Thai AirAsia,Thailand,Active
Thai AirAsia X,Thailand,Active
Thai Airways,Thailand,Active
Thai Lion Air,Thailand,Active
Thai Sky Airlines,Thailand,Inactive
Taxi Aereo de Caldas,Colombia,Active
TEA,Belgium,Inactive
TEA Basel,Switzerland,Inactive
TEA Cyprus,Cyprus,Inactive
TEA Europe,France,Inactive
TEA France,France,Inactive
TEA Italy,Italy,Inactive
TEA Switzerland,Switzerland,Inactive
TEA UK,United Kingdom,Inactive
Teamline Air,Austria,Inactive
Ted,USA,Inactive
Tempelhof Airways USA,USA,Inactive
Ten Airways,Romania,Active
Tend Air,Romania,Inactive
Tesis Aviation Enterprise,Russia,Inactive
Thai AirAsia,Thailand,Active
Thai AirAsia X,Thailand,Active
Thai Airways,Thailand,Active
Thai Lion Air,Thailand,Active
Thai Sky Airlines,Thailand,Inactive
Thai Smile,Thailand,Active
Thai Star Airlines,Thailand,Inactive
ThaiJet,Thailand,Inactive
Thomas Cook (Condor),Germany,Inactive
Thomas Cook Airlines,Belgium,Active
Thomas Cook Airlines Scandinavia,Denmark,Active
Thomas Cook UK,United Kingdom,Active
Thomson Airways,United Kingdom,Active
THT Air Services,Bangladesh,Inactive
THY Turkish Airlines,Turkey,Active
Tian-Jin Airlines,China,Inactive
Tianjin Airlines,China,Active
Tiara Air Aruba,Aruba,Active
Tibet Airlines,China,Active
Tigerair,Singapore,Active
Tigerair Australia,Australia,Active
Tigerair Philippines,Philippines,Active
Tigerair USA,USA,Inactive
Tiko Air,Madagascar,Active
Time Air,Canada,Inactive
Thai Smile,Thailand,Active
Thai Star Airlines,Thailand,Inactive
ThaiJet,Thailand,Inactive
Thomas Cook (Condor),Germany,Inactive
Thomas Cook Airlines,Belgium,Active
Thomas Cook Airlines Scandinavia,Denmark,Active
Thomas Cook UK,United Kingdom,Active
Thomson Airways,United Kingdom,Active
THT Air Services,Bangladesh,Inactive
THY Turkish Airlines,Turkey,Active
Tian-Jin Airlines,China,Inactive
Tianjin Airlines,China,Active
Tiara Air Aruba,Aruba,Active
Tibet Airlines,China,Active
Tigerair,Singapore,Active
Tigerair Australia,Australia,Active
Tigerair Philippines,Philippines,Active
Tigerair USA,USA,Inactive
Tiko Air,Madagascar,Active
Time Air,Canada,Inactive
Time Air Sweden,Sweden,Inactive
Time Air Sweden,Sweden,Inactive
Titan Airways,United Kingdom,Active
TMA,Lebanon,Active
TMK Air Commuter,"Congo, Democratic Republic of",Inactive
TNT,United Kingdom,Inactive
TNT Airways,Belgium,Active
TNT European Airlines,United Kingdom,Inactive
TOA Domestic,Japan,Inactive
Tobago Express,Trinidad Tobago,Inactive
Toll Aviation,Australia,Active
Tonle Sap Airlines,Cambodia,Inactive
Top Air,Indonesia,Active
Top Fly,Spain,Inactive
Topbrass Aviation,Nigeria,Active
Tor Air,Sweden,Inactive
Total Air,USA,Inactive
Total Linhas Aereas,Brazil,Active
Toumai Air Tchad,Chad,Inactive
Tower Air,USA,Inactive
Time Air Sweden,Sweden,Inactive
Time Air Sweden,Sweden,Inactive
Titan Airways,United Kingdom,Active
TMA,Lebanon,Active
TMK Air Commuter,"Congo, Democratic Republic of",Inactive
TNT,United Kingdom,Inactive
TNT Airways,Belgium,Active
TNT European Airlines,United Kingdom,Inactive
TOA Domestic,Japan,Inactive
Tobago Express,Trinidad Tobago,Inactive
Toll Aviation,Australia,Active
Tonle Sap Airlines,Cambodia,Inactive
Top Air,Indonesia,Active
Top Fly,Spain,Inactive
Topbrass Aviation,Nigeria,Active
Tor Air,Sweden,Inactive
Total Air,USA,Inactive
Total Linhas Aereas,Brazil,Active
Toumai Air Tchad,Chad,Inactive
Tower Air,USA,Inactive
Trade Air,Croatia,Active
Tradewinds Airlines,USA,Inactive
Tramon Air,South Africa,Inactive
Trans Air Service,Nigeria,Inactive
Trans Airways,Swaziland,Inactive
Trans Am Aero Express del Ecuador,Ecuador,Active
Trans American Charter,USA,Inactive
Trans Australia,Australia,Inactive
Trans Intercontinental Air,USA,Inactive
Trans International Airlines,USA,Inactive
Trans Maldivian Airways,Maldives,Inactive
Trans Mediterranean Airways,Lebanon,Inactive
Trans Nation Airways,Ethiopia,Active
Trans States Airlines,USA,Active
Trans Travel,Netherlands,Inactive
Trans Travel Airlines,Netherlands,Inactive
Trans World Express,USA,Inactive
Trans-Jamaican Airlines,Jamaica,Inactive
TransAer,Ireland,Inactive
Transaero Airlines,Russia,Active
Trade Air,Croatia,Active
Tradewinds Airlines,USA,Inactive
Tramon Air,South Africa,Inactive
Trans Air Service,Nigeria,Inactive
Trans Airways,Swaziland,Inactive
Trans Am Aero Express del Ecuador,Ecuador,Active
Trans American Charter,USA,Inactive
Trans Australia,Australia,Inactive
Trans Intercontinental Air,USA,Inactive
Trans International Airlines,USA,Inactive
Trans Maldivian Airways,Maldives,Inactive
Trans Mediterranean Airways,Lebanon,Inactive
Trans Nation Airways,Ethiopia,Active
Trans States Airlines,USA,Active
Trans Travel,Netherlands,Inactive
Trans Travel Airlines,Netherlands,Inactive
Trans World Express,USA,Inactive
Trans-Jamaican Airlines,Jamaica,Inactive
TransAer,Ireland,Inactive
Transaero Airlines,Russia,Active
Transair,Canada,Inactive
Transair Congo,Congo,Active
Transair International Linhas Aereas,Brazil,Inactive
Transair Sweden,Sweden,Inactive
Transalsace,France,Inactive
Transamerica Airlines,USA,Inactive
Transasia Airways,Taiwan,Active
TransAtlantic Airlines,USA,Inactive
Transatlantic International Airlines,USA,Inactive
Transavia Airlines,Netherlands,Active
Transavia Denmark,Denmark,Inactive
Transavia France,France,Active
Transbrasil,Brazil,Inactive
Transcarga International Airways,Venezuela,Active
TransGlobal Airways,Philippines,Inactive
Transjet Airways,Sweden,Inactive
TranSky,Nigeria,Inactive
Translift Airways,Ireland,Inactive
Transmed,Egypt,Inactive
Transmeridian,USA,Inactive
Transair,Canada,Inactive
Transair Congo,Congo,Active
Transair International Linhas Aereas,Brazil,Inactive
Transair Sweden,Sweden,Inactive
Transalsace,France,Inactive
Transamerica Airlines,USA,Inactive
Transasia Airways,Taiwan,Active
TransAtlantic Airlines,USA,Inactive
Transatlantic International Airlines,USA,Inactive
Transavia Airlines,Netherlands,Active
Transavia Denmark,Denmark,Inactive
Transavia France,France,Active
Transbrasil,Brazil,Inactive
Transcarga International Airways,Venezuela,Active
TransGlobal Airways,Philippines,Inactive
Transjet Airways,Sweden,Inactive
TranSky,Nigeria,Inactive
Translift Airways,Ireland,Inactive
Transmed,Egypt,Inactive
Transmeridian,USA,Inactive
TransMile,Malaysia,Active
TransNusa,Indonesia,Active
Transpac Express,New Zealand,Inactive
Transport Canada,Canada,Inactive
Transporte Aereo Militar (TAM),Bolivia,Active
Transportes Aereos Guatemaltecos,Guatemala,Active
Transportes Aereos Neuquen,Argentina,Inactive
Transportes Aereos Regionales,Mexico,Active
Transtar Airlines,USA,Inactive
Transwede,Sweden,Inactive
Transwest Air,Canada,Active
Transwisata Airlines,Indonesia,Active
Travel Air,Papua New Guinea,Active
Travel City Direct,United Kingdom,Inactive
Travel Service,Czech Republic,Active
Travel Service Espana - Visig,Spain,Inactive
Travel Service Hungary,Hungary,Active
Travel Service Poland,Poland,Active
Travel Service Slovakia,Slovakia,Active
Travira Air,Indonesia,Active
TransMile,Malaysia,Active
TransNusa,Indonesia,Active
Transpac Express,New Zealand,Inactive
Transport Canada,Canada,Inactive
Transporte Aereo Militar (TAM),Bolivia,Active
Transportes Aereos Guatemaltecos,Guatemala,Active
Transportes Aereos Neuquen,Argentina,Inactive
Transportes Aereos Regionales,Mexico,Active
Transtar Airlines,USA,Inactive
Transwede,Sweden,Inactive
Transwest Air,Canada,Active
Transwisata Airlines,Indonesia,Active
Travel Air,Papua New Guinea,Active
Travel City Direct,United Kingdom,Inactive
Travel Service,Czech Republic,Active
Travel Service Espana - Visig,Spain,Inactive
Travel Service Hungary,Hungary,Active
Travel Service Poland,Poland,Active
Travel Service Slovakia,Slovakia,Active
Travira Air,Indonesia,Active
Tri-M.G,Indonesia,Active
Trigana Air Service,Indonesia,Active
TRIP,Brazil,Active
Tristar Air,Egypt,Active
Tristar Airlines,USA,Inactive
Tropical Air,Tanzania,Active
Tropical Transport Services,Puerto Rico,Inactive
Trygg Flyg,Sweden,Inactive
TUI Airlines Belgium,Belgium,Inactive
TUIfly,Germany,Active
TUIfly Nordic,Sweden,Active
Tuninter,Tunisia,Inactive
Tunisair,Tunisia,Active
Tunisair Express,Tunisia,Active
Tur Avrupa,Turkey,Inactive
Turkmenistan Airlines,Turkmenistan,Active
Turkmenistan Gvmt,Turkmenistan,Active
Turkuaz Air,Turkey,Inactive
TWA,USA,Inactive
Tway Airlines,South Korea,Active
Tri-M.G,Indonesia,Active
Trigana Air Service,Indonesia,Active
TRIP,Brazil,Active
Tristar Air,Egypt,Active
Tristar Airlines,USA,Inactive
Tropical Air,Tanzania,Active
Tropical Transport Services,Puerto Rico,Inactive
Trygg Flyg,Sweden,Inactive
TUI Airlines Belgium,Belgium,Inactive
TUIfly,Germany,Active
TUIfly Nordic,Sweden,Active
Tuninter,Tunisia,Inactive
Tunisair,Tunisia,Active
Tunisair Express,Tunisia,Active
Tur Avrupa,Turkey,Inactive
Turkmenistan Airlines,Turkmenistan,Active
Turkmenistan Gvmt,Turkmenistan,Active
Turkuaz Air,Turkey,Inactive
TWA,USA,Inactive
Tway Airlines,South Korea,Active
Twin Jet,France,Active
Twinjet Aircraft,United Kingdom,Inactive
Tyrolean Airways,Austria,Active
Tyrolean Jet Service,Austria,Active
Twin Jet,France,Active
Twinjet Aircraft,United Kingdom,Inactive
Tyrolean Airways,Austria,Active
Tyrolean Jet Service,Austria,Active
U Airlines,Thailand,Active
U Land Airlines,Taiwan,Inactive
Uair,Uruguay,Inactive
UAS,USA,Inactive
Ufly Airways,USA,Inactive
Uganda Airlines,Uganda,Inactive
UK International Airlines,United Kingdom,Inactive
Ukraine Governement,Ukraine,Active
Ukraine International Airlines,Ukraine,Active
ULS Airlines Cargo,Turkey,Active
UM Air,Ukraine,Active
Unex,Brazil,Inactive
Uni Air,Taiwan,Active
Uni-Top Airlines,China,Active
Unifly,Italy,Inactive
United Airlines,USA,Active
United Airways,Bangladesh,Active
United Arab Emirates Gvmt,United Arab Emirates,Active
United Eagle Airlines,China,Inactive
Universair,Spain,Inactive
Universal Airlines,Guyana,Inactive
Up Airlines,Israel,Active
UPS,USA,Active
Ural Airlines,Russia,Active
US Air,USA,Inactive
US Air Force,USA,Active
US Airways,USA,Active
US Navy,USA,Active
US-Bangla,Bangladesh,Active
USA 3000,USA,Inactive
USA Jet Airlines,USA,Active
UT Air Ukraine,Ukraine,Active
UTA,France,Inactive
UTair,Russia,Active
Uzbekistan Airways,Uzbekistan,Active
Universal Airlines,Guyana,Inactive
Up Airlines,Israel,Active
UPS,USA,Active
Ural Airlines,Russia,Active
US Air,USA,Inactive
US Air Force,USA,Active
US Airways,USA,Active
US Navy,USA,Active
US-Bangla,Bangladesh,Active
USA 3000,USA,Inactive
USA Jet Airlines,USA,Active
UT Air Ukraine,Ukraine,Active
UTA,France,Inactive
UTair,Russia,Active
Uzbekistan Airways,Uzbekistan,Active
V Australia,Australia,Inactive
V Bird,Netherlands,Inactive
Vacationair,Canada,Inactive
Val Air,Canada,Inactive
Valahia Air,Romania,Inactive
Valuair,Singapore,Inactive
Valujet Airlines,USA,Inactive
Vanair,Vanuatu,Inactive
Vanguard Airlines,USA,Inactive
Vanilla Air,Japan,Active
Varig,Brazil,Inactive
VARIG Logistica,Brazil,Inactive
Varmlandsflyg,Sweden,Inactive
VARSA,Mexico,Inactive
Vasco - Vietnam Air Services Company,Vietnam,Active
VASP,Brazil,Inactive
VECA Airlines,El Salvador,Active
Velvet Sky,South Africa,Inactive
Venezolana,Venezuela,Active
Venezuelan Air Force,Venezuela,Active
Venezuelan Government,Venezuela,Active
Vensecar Internacional,Venezuela,Active
Venus Airlines,Greece,Inactive
Vertir Airlines,Armenia,Active
Veteran Avia,Armenia,Inactive
VG Airlines,Belgium,Inactive
Viaggio Air,Bulgaria,Inactive
Viasa,Venezuela,Inactive
Vibro Air,Germany,Inactive
VICA,Brazil,Inactive
Victoria Airlines,Italy,Inactive
VietJetAir,Vietnam,Active
Vietnam Air Service Company,Vietnam,Inactive
Vietnam Airlines,Vietnam,Active
VigoJet,Mexico,Active
Viking Airlines,Sweden,Inactive
Viking Hellas Airlines,Greece,Inactive
VIM Airlines,Russia,Active
Vincent Aviation Australia,Australia,Active
Vincent Aviation New Zealand,New Zealand,Active
Venezuelan Government,Venezuela,Active
Vensecar Internacional,Venezuela,Active
Venus Airlines,Greece,Inactive
Vertir Airlines,Armenia,Active
Veteran Avia,Armenia,Inactive
VG Airlines,Belgium,Inactive
Viaggio Air,Bulgaria,Inactive
Viasa,Venezuela,Inactive
Vibro Air,Germany,Inactive
VICA,Brazil,Inactive
Victoria Airlines,Italy,Inactive
VietJetAir,Vietnam,Active
Vietnam Air Service Company,Vietnam,Inactive
Vietnam Airlines,Vietnam,Active
VigoJet,Mexico,Active
Viking Airlines,Sweden,Inactive
Viking Hellas Airlines,Greece,Inactive
VIM Airlines,Russia,Active
Vincent Aviation Australia,Australia,Active
Vincent Aviation New Zealand,New Zealand,Active
Virgin America,USA,Active
Virgin Atlantic,United Kingdom,Active
Virgin Australia,Australia,Active
Virgin Australia Regional Airlines,Australia,Active
Virgin Blue Airlines,Australia,Inactive
Virgin Express,Belgium,Inactive
Virgin Express France,France,Inactive
Virgin Express Ireland,Ireland,Inactive
Virgin Nigeria,Nigeria,Inactive
Virgin Samoa,West Samoa,Active
Virgin Sun Airlines,United Kingdom,Inactive
Viscount Air Service,USA,Inactive
Vision Air International,Pakistan,Active
Vision Airlines,USA,Active
Vista Georgia,Georgia,Active
Vista Jet,Austria,Active
Vistajet,Canada,Active
Viva Air,Spain,Inactive
Viva Macau,China,Inactive
VivaAeroBus,Mexico,Active
Virgin America,USA,Active
Virgin Atlantic,United Kingdom,Active
Virgin Australia,Australia,Active
Virgin Australia Regional Airlines,Australia,Active
Virgin Blue Airlines,Australia,Inactive
Virgin Express,Belgium,Inactive
Virgin Express France,France,Inactive
Virgin Express Ireland,Ireland,Inactive
Virgin Nigeria,Nigeria,Inactive
Virgin Samoa,West Samoa,Active
Virgin Sun Airlines,United Kingdom,Inactive
Viscount Air Service,USA,Inactive
Vision Air International,Pakistan,Active
Vision Airlines,USA,Active
Vista Georgia,Georgia,Active
Vista Jet,Austria,Active
Vistajet,Canada,Active
Viva Air,Spain,Inactive
Viva Macau,China,Inactive
VivaAeroBus,Mexico,Active
VivaColombia,Colombia,Active
VizionAir,Belgium,Active
Vladivostok Avia,Russia,Inactive
VLM,Belgium,Inactive
Volar Airlines,Spain,Inactive
Volare Airlines,Italy,Inactive
Volaris,Mexico,Active
Volga-Dnepr Airlines,Russia,Inactive
Voliamo,Italy,Inactive
Volotea Airlines,Spain,Active
Voyageur Airways,Canada,Active
VSA Aviation,South Africa,Inactive
Vueling Airlines,Spain,Active
Vulcan Northwest,USA,Inactive
VivaColombia,Colombia,Active
VizionAir,Belgium,Active
Vladivostok Avia,Russia,Inactive
VLM,Belgium,Inactive
Volar Airlines,Spain,Inactive
Volare Airlines,Italy,Inactive
Volaris,Mexico,Active
Volga-Dnepr Airlines,Russia,Inactive
Voliamo,Italy,Inactive
Volotea Airlines,Spain,Active
Voyageur Airways,Canada,Active
VSA Aviation,South Africa,Inactive
Vueling Airlines,Spain,Active
Vulcan Northwest,USA,Inactive
Wanair,France,Active
Wardair Canada,Canada,Inactive
Wasaya Airways,Canada,Active
Wat Phnom Airlines,Cambodia,Inactive
Wataniya Airways,Kuwait,Inactive
Wayraperu,Peru,Inactive
WDL Flugdienst,Germany,Active
WebJet,Brazil,Inactive
West Air Europe,Luxembourg,Inactive
West Air Sweden,Sweden,Active
West Caribbean Airlines,Colombia,Inactive
West German Air Force,Germany,Inactive
West Wind Aviation,Canada,Active
Westair,France,Inactive
Westair (United Express),USA,Inactive
Westair Benin,Benin,Active
Western Air,Bahamas,Active
Western Airlines,USA,Inactive
Western Global Airlines,USA,Active
Western Pacific Airlines,USA,Inactive
WestJet Airlines,Canada,Active
WestJet Encore,Canada,Active
Westpoint Airlines,Canada,Inactive
Weststar Aviation Service,Malaysia,Active
Westwing Aviation,Australia,Active
White,Portugal,Active
White Eagle Aviation,Poland,Inactive
WhiteJets,Brazil,Inactive
Wideroe,Norway,Active
Wien Air,USA,Inactive
Willis Air Services,USA,Inactive
Wimbi Dira Airways ,"Congo, Democratic Republic of",Inactive
Win Win Services,USA,Inactive
Winair,USA,Inactive
Wind Rose Aviation,Ukraine,Active
Windavia,Portugal,Active
Windjet,Italy,Inactive
Wings Air,Indonesia,Active
Wings Aviation,Nigeria,Inactive
Wings of Lebanon,Lebanon,Active
WestJet Airlines,Canada,Active
WestJet Encore,Canada,Active
Westpoint Airlines,Canada,Inactive
Weststar Aviation Service,Malaysia,Active
Westwing Aviation,Australia,Active
White,Portugal,Active
White Eagle Aviation,Poland,Inactive
WhiteJets,Brazil,Inactive
Wideroe,Norway,Active
Wien Air,USA,Inactive
Willis Air Services,USA,Inactive
Wimbi Dira Airways ,"Congo, Democratic Republic of",Inactive
Win Win Services,USA,Inactive
Winair,USA,Inactive
Wind Rose Aviation,Ukraine,Active
Windavia,Portugal,Active
Windjet,Italy,Inactive
Wings Air,Indonesia,Active
Wings Aviation,Nigeria,Inactive
Wings of Lebanon,Lebanon,Active
Wizz Air,Hungary,Active
Wizzair Bulgaria,Bulgaria,Inactive
Wizzair Ukraine,Ukraine,Active
World Air Network,Japan,Inactive
World Airways,USA,Inactive
World Atlantic Airlines,USA,Active
World Focus Airways,Turkey,Inactive
Worldways Canada,Canada,Inactive
WOW air,Iceland,Active
Wuhan Airlines,China,Inactive
Wyng Aviation,Venezuela,Inactive
Wizz Air,Hungary,Active
Wizzair Bulgaria,Bulgaria,Inactive
Wizzair Ukraine,Ukraine,Active
World Air Network,Japan,Inactive
World Airways,USA,Inactive
World Atlantic Airlines,USA,Active
World Focus Airways,Turkey,Inactive
Worldways Canada,Canada,Inactive
WOW air,Iceland,Active
Wuhan Airlines,China,Inactive
Wyng Aviation,Venezuela,Inactive
Xiamen Airlines,China,Active
XL Airways,United Kingdom,Inactive
XL Airways France,France,Active
XL Airways Germany,Germany,Inactive
XP Parcel System,United Kingdom,Inactive
Xtra Airways,USA,Active
Yakutia Airlines,Russia,Active
Yamal Airlines,Russia,Active
YanAir,Ukraine,Active
Yangon Airways,Myanmar,Active
Yangtze River Express,China,Active
Yemen Airways,Yemen,Inactive
Yemen Gvmt,Yemen,Active
Yemenia,Yemen,Active
Yeongnam Air,South Korea,Inactive
YES Air Charter,Portugal,Inactive
Yes Airways,Poland,Inactive
Yeti Airlines,Nepal,Inactive
Zagros Air,Iran,Active
Zagrosjet,Iraq,Active
Zaire Aero Serv,Congo,Inactive
Zaire Airlines,Zaire,Inactive
Zaire Express,Zaire,Inactive
Zambezi Airlines,Zambia,Inactive
Zambia Airways,Zambia,Inactive
Zara Airways,Tanzania,Inactive
ZAS AL of Egypt,Egypt,Inactive
Zest Air,Philippines,Active
Zhejiang Airlines,China,Inactive
Zhuhai Airlines,China,Inactive
Zimbabwe Express Airlines,Zimbabwe,Inactive
Zimbabwe Government,Zimbabwe,Inactive
Zimex Aviation,Switzerland,Active
